,country,year,life_expectancy
70244,Chile,1890,32.0
70245,China,1890,32.0
70248,Colombia,1890,32.0
70249,Comoros,1890,32.1
70250,"Congo, Dem. Rep.",1890,31.6
70251,"Congo, Rep.",1890,32.7
70253,Costa Rica,1890,30.61
70254,Cote d'Ivoire,1890,31.16
70255,Croatia,1890,36.1
70256,Cuba,1890,39.54
70257,Cyprus,1890,38.51
70258,Czech Republic,1890,34.99
70260,Denmark,1890,47.3
70261,Djibouti,1890,29.9
70263,Dominican Republic,1890,29.9
70265,Ecuador,1890,32.9
70266,Egypt,1890,33.0
70267,El Salvador,1890,28.7
70268,Equatorial Guinea,1890,29.8
70269,Eritrea,1890,30.2
70271,Estonia,1890,42.27
70272,Ethiopia,1890,4.0
70275,Fiji,1890,26.1
70276,Finland,1890,44.61
70277,France,1890,43.36
70278,French Guiana,1890,30.5
70279,French Polynesia,1890,25.6
70280,Gabon,1890,30.6
70281,Gambia,1890,28.8
70282,Georgia,1890,32.87
70283,Germany,1890,40.91
70284,Ghana,1890,28.0
70286,Greece,1890,38.18
70287,Greenland,1890,30.95
70288,Grenada,1890,37.3
70289,Guadeloupe,1890,27.66
70290,Guam,1890,27.5
70291,Guatemala,1890,25.81
70293,Guinea,1890,30.43
70294,Guinea-Bissau,1890,32.0
70295,Guyana,1890,31.12
70296,Haiti,1890,29.0
70298,Honduras,1890,33.9
70299,"Hong Kong, China",1890,34.9
70300,Hungary,1890,36.0
70301,Iceland,1890,36.58
70302,India,1890,24.38
70303,Indonesia,1890,30.0
70304,Iran,1890,25.6
70305,Iraq,1890,31.2
70306,Ireland,1890,46.49
70308,Israel,1890,32.0
70309,Italy,1890,38.5
70310,Jamaica,1890,34.3
70311,Japan,1890,37.68
70313,Jordan,1890,31.7
70314,Kazakhstan,1890,27.2
70315,Kenya,1890,25.5
70316,Kiribati,1890,8.0
70318,Kuwait,1890,26.0
70319,Kyrgyz Republic,1890,24.94
70320,Lao,1890,31.9
70321,Latvia,1890,42.96
70322,Lebanon,1890,29.7
70323,Lesotho,1890,32.8
70324,Liberia,1890,31.1
70325,Libya,1890,33.1
70327,Lithuania,1890,37.43
70328,Luxembourg,1890,42.44
70329,"Macao, China",1890,34.7
70330,"Macedonia, FYR",1890,36.1
70331,Madagascar,1890,30.5
70332,Malawi,1890,30.3
70333,Malaysia,1890,30.6
70334,Maldives,1890,32.65
70335,Mali,1890,26.41
70336,Malta,1890,37.21
70338,Martinique,1890,30.15
70339,Mauritania,1890,32.0
70340,Mauritius,1890,28.16
70341,Mayotte,1890,32.5
70342,Mexico,1890,26.9
70343,"Micronesia, Fed. Sts.",1890,26.7
70344,Moldova,1890,33.15
70346,Mongolia,1890,31.8
70347,Montenegro,1890,35.4
70349,Morocco,1890,33.1
70350,Mozambique,1890,30.28
70351,Myanmar,1890,30.8
70352,Namibia,1890,32.4
70354,Nepal,1890,32.8
70355,Netherlands,1890,44.4
70356,Netherlands Antilles,1890,34.41
70357,New Caledonia,1890,26.0
70358,New Zealand,1890,42.98
70360,Nicaragua,1890,25.4
70361,Niger,1890,30.8
70362,Nigeria,1890,30.4
70365,North Korea,1890,26.0
70369,Norway,1890,48.6
70370,Oman,1890,32.3
70371,Pakistan,1890,25.54
70373,Panama,1890,32.9
70374,Papua New Guinea,1890,31.5
70375,Paraguay,1890,35.5
70376,Peru,1890,35.7
70377,Philippines,1890,30.9
70379,Poland,1890,37.41
70380,Portugal,1890,35.6
70381,Puerto Rico,1890,30.43
70382,Qatar,1890,30.8
70383,Reunion,1890,33.0
70384,Romania,1890,35.7
70385,Russia,1890,29.93
70386,Rwanda,1890,31.8
70387,Samoa,1890,25.4
70389,Sao Tome and Principe,1890,31.0
70390,Saudi Arabia,1890,32.1
70391,Senegal,1890,25.2
70392,Serbia,1890,35.5
70395,Seychelles,1890,42.25
70396,Sierra Leone,1890,25.1
70397,Singapore,1890,34.0
70398,Slovak Republic,1890,36.4
70399,Slovenia,1890,36.6
70400,Solomon Islands,1890,25.1
70401,Somalia,1890,29.4
70403,South Africa,1890,33.5
70404,South Korea,1890,25.8
70406,South Sudan,1890,26.67
70408,Spain,1890,31.58
70409,Sri Lanka,1890,32.6
70414,St. Lucia,1890,28.01
70416,St. Vincent and the Grenadines,1890,25.99
70417,Sudan,1890,31.4
70418,Suriname,1890,32.9
70420,Swaziland,1890,32.3
70421,Sweden,1890,50.48
70422,Switzerland,1890,44.95
70423,Syria,1890,31.1
70424,Taiwan,1890,28.3
70425,Tajikistan,1890,25.24
70426,Tanzania,1890,32.2
70427,Thailand,1890,30.4
70428,Timor-Leste,1890,28.95
70429,Togo,1890,31.3
70431,Tonga,1890,28.2
70433,Trinidad and Tobago,1890,38.8
70434,Tunisia,1890,28.8
70435,Turkey,1890,35.0
70436,Turkmenistan,1890,23.46
70439,Uganda,1890,25.3
70440,Ukraine,1890,36.6
70441,United Arab Emirates,1890,30.7
70442,United Kingdom,1890,44.75
70444,United States,1890,45.21
70445,Uruguay,1890,32.9
70447,Uzbekistan,1890,27.93
70448,Vanuatu,1890,24.3
70449,Venezuela,1890,32.2
70450,Vietnam,1890,32.0
70451,Virgin Islands (U.S.),1890,33.4
70453,West Bank and Gaza,1890,32.1
70455,Western Sahara,1890,34.75
70456,Yemen,1890,23.39
70458,Zambia,1890,32.6
70459,Zimbabwe,1890,33.7
70981,Afghanistan,1891,27.28
70984,Albania,1891,35.4
70985,Algeria,1891,28.82
70988,Angola,1891,26.98
70990,Antigua and Barbuda,1891,33.54
70991,Argentina,1891,33.86
70992,Armenia,1891,35.2
70993,Aruba,1891,34.42
70994,Australia,1891,45.16
70995,Austria,1891,37.3
70996,Azerbaijan,1891,30.37
70997,Bahamas,1891,35.18
70998,Bahrain,1891,30.3
70999,Bangladesh,1891,21.6
71000,Barbados,1891,32.12
71001,Belarus,1891,36.2
71002,Belgium,1891,44.06
71003,Belize,1891,26.5
71004,Benin,1891,31.0
71006,Bhutan,1891,28.8
71007,Bolivia,1891,33.0
71008,Bosnia and Herzegovina,1891,35.1
71009,Botswana,1891,33.6
71010,Brazil,1891,31.98
71012,Brunei,1891,29.2
71013,Bulgaria,1891,39.8
71014,Burkina Faso,1891,29.2
71015,Burundi,1891,31.5
71016,Cambodia,1891,35.0
71017,Cameroon,1891,28.75
71018,Canada,1891,45.17
71019,Cape Verde,1891,33.8
71021,Central African Republic,1891,30.0
71022,Chad,1891,30.9
71024,Chile,1891,32.0
71025,China,1891,32.0
71028,Colombia,1891,32.0
71029,Comoros,1891,32.1
71030,"Congo, Dem. Rep.",1891,31.6
71031,"Congo, Rep.",1891,32.7
71033,Costa Rica,1891,31.02
71034,Cote d'Ivoire,1891,31.16
71035,Croatia,1891,36.1
71036,Cuba,1891,35.38
71037,Cyprus,1891,38.51
71038,Czech Republic,1891,34.99
71040,Denmark,1891,46.83
71041,Djibouti,1891,29.9
71043,Dominican Republic,1891,29.9
71045,Ecuador,1891,32.9
71046,Egypt,1891,33.0
71047,El Salvador,1891,28.7
71048,Equatorial Guinea,1891,29.8
71049,Eritrea,1891,30.2
71051,Estonia,1891,42.42
71052,Ethiopia,1891,8.0
71055,Fiji,1891,26.1
71056,Finland,1891,42.57
71057,France,1891,44.11
71058,French Guiana,1891,30.5
71059,French Polynesia,1891,25.6
71060,Gabon,1891,30.6
71061,Gambia,1891,28.8
71062,Georgia,1891,33.07
71063,Germany,1891,41.2
71064,Ghana,1891,28.0
71066,Greece,1891,38.34
71067,Greenland,1891,31.51
71068,Grenada,1891,37.3
71069,Guadeloupe,1891,27.66
71070,Guam,1891,27.5
71071,Guatemala,1891,25.81
71073,Guinea,1891,30.44
71074,Guinea-Bissau,1891,32.0
71075,Guyana,1891,31.12
71076,Haiti,1891,29.0
71078,Honduras,1891,33.9
71079,"Hong Kong, China",1891,34.9
71080,Hungary,1891,36.13
71081,Iceland,1891,47.49
71082,India,1891,23.03
71083,Indonesia,1891,30.0
71084,Iran,1891,25.6
71085,Iraq,1891,31.2
71086,Ireland,1891,46.76
71088,Israel,1891,32.0
71089,Italy,1891,38.46
71090,Jamaica,1891,37.3
71091,Japan,1891,37.76
71093,Jordan,1891,31.7
71094,Kazakhstan,1891,27.4
71095,Kenya,1891,25.5
71096,Kiribati,1891,24.9
71098,Kuwait,1891,26.0
71099,Kyrgyz Republic,1891,25.14
71100,Lao,1891,31.9
71101,Latvia,1891,43.29
71102,Lebanon,1891,29.7
71103,Lesotho,1891,32.8
71104,Liberia,1891,31.1
71105,Libya,1891,33.1
71107,Lithuania,1891,37.86
71108,Luxembourg,1891,42.94
71109,"Macao, China",1891,34.7
71110,"Macedonia, FYR",1891,36.1
71111,Madagascar,1891,30.5
71112,Malawi,1891,30.3
71113,Malaysia,1891,30.6
71114,Maldives,1891,32.65
71115,Mali,1891,26.41
71116,Malta,1891,37.68
71118,Martinique,1891,30.15
71119,Mauritania,1891,32.0
71120,Mauritius,1891,35.38
71121,Mayotte,1891,32.5
71122,Mexico,1891,25.7
71123,"Micronesia, Fed. Sts.",1891,26.7
71124,Moldova,1891,33.15
71126,Mongolia,1891,31.8
71127,Montenegro,1891,35.4
71129,Morocco,1891,33.1
71130,Mozambique,1891,30.28
71131,Myanmar,1891,30.8
71132,Namibia,1891,32.4
71134,Nepal,1891,32.8
71135,Netherlands,1891,44.25
71136,Netherlands Antilles,1891,34.41
71137,New Caledonia,1891,26.0
71138,New Zealand,1891,43.42
71140,Nicaragua,1891,25.4
71141,Niger,1891,30.8
71142,Nigeria,1891,30.4
71145,North Korea,1891,26.0
71149,Norway,1891,49.79
71150,Oman,1891,32.3
71151,Pakistan,1891,25.15
71153,Panama,1891,32.9
71154,Papua New Guinea,1891,31.5
71155,Paraguay,1891,35.5
71156,Peru,1891,35.7
71157,Philippines,1891,30.9
71159,Poland,1891,37.71
71160,Portugal,1891,35.6
71161,Puerto Rico,1891,30.43
71162,Qatar,1891,30.8
71163,Reunion,1891,33.0
71164,Romania,1891,35.7
71165,Russia,1891,26.39
71166,Rwanda,1891,31.8
71167,Samoa,1891,25.4
71169,Sao Tome and Principe,1891,31.0
71170,Saudi Arabia,1891,32.1
71171,Senegal,1891,25.2
71172,Serbia,1891,35.5
71175,Seychelles,1891,42.51
71176,Sierra Leone,1891,25.1
71177,Singapore,1891,34.0
71178,Slovak Republic,1891,36.4
71179,Slovenia,1891,36.6
71180,Solomon Islands,1891,25.1
71181,Somalia,1891,29.4
71183,South Africa,1891,33.5
71184,South Korea,1891,25.8
71186,South Sudan,1891,26.67
71188,Spain,1891,31.84
71189,Sri Lanka,1891,32.6
71194,St. Lucia,1891,28.01
71196,St. Vincent and the Grenadines,1891,25.99
71197,Sudan,1891,31.4
71198,Suriname,1891,32.9
71200,Swaziland,1891,32.3
71201,Sweden,1891,51.09
71202,Switzerland,1891,44.71
71203,Syria,1891,31.1
71204,Taiwan,1891,28.3
71205,Tajikistan,1891,25.44
71206,Tanzania,1891,32.2
71207,Thailand,1891,30.4
71208,Timor-Leste,1891,28.95
71209,Togo,1891,31.3
71211,Tonga,1891,28.2
71213,Trinidad and Tobago,1891,38.8
71214,Tunisia,1891,28.8
71215,Turkey,1891,35.0
71216,Turkmenistan,1891,23.66
71219,Uganda,1891,25.3
71220,Ukraine,1891,36.6
71221,United Arab Emirates,1891,30.7
71222,United Kingdom,1891,44.29
71224,United States,1891,45.58
71225,Uruguay,1891,32.9
71227,Uzbekistan,1891,28.13
71228,Vanuatu,1891,24.3
71229,Venezuela,1891,32.2
71230,Vietnam,1891,32.0
71231,Virgin Islands (U.S.),1891,33.4
71233,West Bank and Gaza,1891,32.1
71235,Western Sahara,1891,34.75
71236,Yemen,1891,23.39
71238,Zambia,1891,32.6
71239,Zimbabwe,1891,33.7
71761,Afghanistan,1892,27.27
71764,Albania,1892,35.4
71765,Algeria,1892,28.82
71768,Angola,1892,26.98
71770,Antigua and Barbuda,1892,33.54
71771,Argentina,1892,33.72
71772,Armenia,1892,35.4
71773,Aruba,1892,34.42
71774,Australia,1892,45.69
71775,Austria,1892,37.77
71776,Azerbaijan,1892,30.57
71777,Bahamas,1892,35.18
71778,Bahrain,1892,30.3
71779,Bangladesh,1892,21.0
71780,Barbados,1892,32.12
71781,Belarus,1892,36.2
71782,Belgium,1892,43.16
71783,Belize,1892,26.5
71784,Benin,1892,31.0
71786,Bhutan,1892,28.8
71787,Bolivia,1892,33.0
71788,Bosnia and Herzegovina,1892,35.1
71789,Botswana,1892,33.6
71790,Brazil,1892,31.98
71792,Brunei,1892,29.2
71793,Bulgaria,1892,39.85
71794,Burkina Faso,1892,29.2
71795,Burundi,1892,31.5
71796,Cambodia,1892,35.0
71797,Cameroon,1892,28.75
71798,Canada,1892,45.52
71799,Cape Verde,1892,33.8
71801,Central African Republic,1892,30.0
71802,Chad,1892,30.9
71804,Chile,1892,32.0
71805,China,1892,32.0
71808,Colombia,1892,32.0
71809,Comoros,1892,32.1
71810,"Congo, Dem. Rep.",1892,31.6
71811,"Congo, Rep.",1892,32.7
71813,Costa Rica,1892,31.43
71814,Cote d'Ivoire,1892,31.16
71815,Croatia,1892,36.1
71816,Cuba,1892,31.22
71817,Cyprus,1892,38.51
71818,Czech Republic,1892,35.0
71820,Denmark,1892,47.49
71821,Djibouti,1892,29.9
71823,Dominican Republic,1892,29.9
71825,Ecuador,1892,32.9
71826,Egypt,1892,33.0
71827,El Salvador,1892,28.7
71828,Equatorial Guinea,1892,29.8
71829,Eritrea,1892,30.2
71831,Estonia,1892,42.57
71832,Ethiopia,1892,14.0
71835,Fiji,1892,26.1
71836,Finland,1892,39.73
71837,France,1892,43.57
71838,French Guiana,1892,30.5
71839,French Polynesia,1892,25.6
71840,Gabon,1892,30.6
71841,Gambia,1892,28.8
71842,Georgia,1892,33.27
71843,Germany,1892,41.5
71844,Ghana,1892,28.0
71846,Greece,1892,38.5
71847,Greenland,1892,32.06
71848,Grenada,1892,37.3
71849,Guadeloupe,1892,27.66
71850,Guam,1892,27.5
71851,Guatemala,1892,25.81
71853,Guinea,1892,30.45
71854,Guinea-Bissau,1892,32.0
71855,Guyana,1892,31.12
71856,Haiti,1892,29.0
71858,Honduras,1892,33.9
71859,"Hong Kong, China",1892,34.9
71860,Hungary,1892,36.27
71861,Iceland,1892,52.73
71862,India,1892,22.65
71863,Indonesia,1892,30.0
71864,Iran,1892,25.6
71865,Iraq,1892,31.2
71866,Ireland,1892,47.02
71868,Israel,1892,32.0
71869,Italy,1892,38.84
71870,Jamaica,1892,39.2
71871,Japan,1892,37.84
71873,Jordan,1892,31.7
71874,Kazakhstan,1892,27.6
71875,Kenya,1892,25.5
71876,Kiribati,1892,24.9
71878,Kuwait,1892,26.0
71879,Kyrgyz Republic,1892,25.34
71880,Lao,1892,31.9
71881,Latvia,1892,43.63
71882,Lebanon,1892,29.7
71883,Lesotho,1892,32.8
71884,Liberia,1892,31.1
71885,Libya,1892,33.1
71887,Lithuania,1892,38.29
71888,Luxembourg,1892,43.44
71889,"Macao, China",1892,34.7
71890,"Macedonia, FYR",1892,36.1
71891,Madagascar,1892,30.5
71892,Malawi,1892,30.3
71893,Malaysia,1892,30.6
71894,Maldives,1892,32.65
71895,Mali,1892,26.41
71896,Malta,1892,38.15
71898,Martinique,1892,30.15
71899,Mauritania,1892,32.0
71900,Mauritius,1892,28.0
71901,Mayotte,1892,32.5
71902,Mexico,1892,24.49
71903,"Micronesia, Fed. Sts.",1892,26.7
71904,Moldova,1892,33.15
71906,Mongolia,1892,31.8
71907,Montenegro,1892,35.4
71909,Morocco,1892,33.1
71910,Mozambique,1892,30.28
71911,Myanmar,1892,30.8
71912,Namibia,1892,32.4
71914,Nepal,1892,32.8
71915,Netherlands,1892,43.95
71916,Netherlands Antilles,1892,34.41
71917,New Caledonia,1892,26.0
71918,New Zealand,1892,43.87
71920,Nicaragua,1892,25.4
71921,Niger,1892,30.8
71922,Nigeria,1892,30.4
71925,North Korea,1892,26.0
71929,Norway,1892,49.68
71930,Oman,1892,32.3
71931,Pakistan,1892,23.56
71933,Panama,1892,32.9
71934,Papua New Guinea,1892,31.5
71935,Paraguay,1892,35.5
71936,Peru,1892,35.7
71937,Philippines,1892,30.9
71939,Poland,1892,38.02
71940,Portugal,1892,35.6
71941,Puerto Rico,1892,30.43
71942,Qatar,1892,30.8
71943,Reunion,1892,33.0
71944,Romania,1892,35.7
71945,Russia,1892,21.26
71946,Rwanda,1892,31.8
71947,Samoa,1892,25.4
71949,Sao Tome and Principe,1892,31.0
71950,Saudi Arabia,1892,32.1
71951,Senegal,1892,25.2
71952,Serbia,1892,35.5
71955,Seychelles,1892,42.77
71956,Sierra Leone,1892,25.1
71957,Singapore,1892,34.0
71958,Slovak Republic,1892,36.4
71959,Slovenia,1892,36.6
71960,Solomon Islands,1892,25.1
71961,Somalia,1892,29.4
71963,South Africa,1892,33.5
71964,South Korea,1892,25.8
71966,South Sudan,1892,26.67
71968,Spain,1892,32.1
71969,Sri Lanka,1892,32.6
71974,St. Lucia,1892,28.01
71976,St. Vincent and the Grenadines,1892,25.99
71977,Sudan,1892,31.4
71978,Suriname,1892,32.9
71980,Swaziland,1892,32.3
71981,Sweden,1892,50.61
71982,Switzerland,1892,47.23
71983,Syria,1892,31.1
71984,Taiwan,1892,28.3
71985,Tajikistan,1892,25.64
71986,Tanzania,1892,32.2
71987,Thailand,1892,30.4
71988,Timor-Leste,1892,28.95
71989,Togo,1892,31.3
71991,Tonga,1892,28.2
71993,Trinidad and Tobago,1892,38.8
71994,Tunisia,1892,28.8
71995,Turkey,1892,35.0
71996,Turkmenistan,1892,23.86
71999,Uganda,1892,25.3
72000,Ukraine,1892,36.6
72001,United Arab Emirates,1892,30.7
72002,United Kingdom,1892,45.51
72004,United States,1892,45.95
72005,Uruguay,1892,32.9
72007,Uzbekistan,1892,28.33
72008,Vanuatu,1892,24.3
72009,Venezuela,1892,32.2
72010,Vietnam,1892,32.0
72011,Virgin Islands (U.S.),1892,33.4
72013,West Bank and Gaza,1892,32.1
72015,Western Sahara,1892,34.75
72016,Yemen,1892,23.39
72018,Zambia,1892,32.6
72019,Zimbabwe,1892,33.7
72541,Afghanistan,1893,27.26
72544,Albania,1893,35.4
72545,Algeria,1893,28.82
72548,Angola,1893,26.98
72550,Antigua and Barbuda,1893,33.54
72551,Argentina,1893,33.58
72552,Armenia,1893,35.6
72553,Aruba,1893,34.42
72554,Australia,1893,46.22
72555,Austria,1893,38.24
72556,Azerbaijan,1893,30.77
72557,Bahamas,1893,35.18
72558,Bahrain,1893,30.3
72559,Bangladesh,1893,22.36
72560,Barbados,1893,32.12
72561,Belarus,1893,36.2
72562,Belgium,1893,44.44
72563,Belize,1893,26.5
72564,Benin,1893,31.0
72566,Bhutan,1893,28.8
72567,Bolivia,1893,33.0
72568,Bosnia and Herzegovina,1893,35.1
72569,Botswana,1893,33.6
72570,Brazil,1893,31.98
72572,Brunei,1893,29.2
72573,Bulgaria,1893,39.89
72574,Burkina Faso,1893,29.2
72575,Burundi,1893,31.5
72576,Cambodia,1893,35.0
72577,Cameroon,1893,28.75
72578,Canada,1893,45.87
72579,Cape Verde,1893,33.8
72581,Central African Republic,1893,30.0
72582,Chad,1893,30.9
72584,Chile,1893,32.0
72585,China,1893,32.0
72588,Colombia,1893,32.0
72589,Comoros,1893,32.1
72590,"Congo, Dem. Rep.",1893,31.6
72591,"Congo, Rep.",1893,32.7
72593,Costa Rica,1893,31.84
72594,Cote d'Ivoire,1893,31.16
72595,Croatia,1893,36.1
72596,Cuba,1893,27.06
72597,Cyprus,1893,38.51
72598,Czech Republic,1893,35.0
72600,Denmark,1893,47.14
72601,Djibouti,1893,29.9
72603,Dominican Republic,1893,29.9
72605,Ecuador,1893,32.9
72606,Egypt,1893,33.0
72607,El Salvador,1893,28.7
72608,Equatorial Guinea,1893,29.8
72609,Eritrea,1893,30.2
72611,Estonia,1893,42.73
72612,Ethiopia,1893,29.7
72615,Fiji,1893,26.1
72616,Finland,1893,43.34
72617,France,1893,43.6
72618,French Guiana,1893,30.5
72619,French Polynesia,1893,25.6
72620,Gabon,1893,30.6
72621,Gambia,1893,28.8
72622,Georgia,1893,33.47
72623,Germany,1893,41.79
72624,Ghana,1893,28.0
72626,Greece,1893,38.68
72627,Greenland,1893,32.62
72628,Grenada,1893,37.3
72629,Guadeloupe,1893,27.66
72630,Guam,1893,27.5
72631,Guatemala,1893,25.81
72633,Guinea,1893,30.46
72634,Guinea-Bissau,1893,32.0
72635,Guyana,1893,31.12
72636,Haiti,1893,29.0
72638,Honduras,1893,33.9
72639,"Hong Kong, China",1893,34.9
72640,Hungary,1893,36.4
72641,Iceland,1893,52.58
72642,India,1893,24.11
72643,Indonesia,1893,30.0
72644,Iran,1893,25.6
72645,Iraq,1893,31.2
72646,Ireland,1893,47.29
72648,Israel,1893,32.0
72649,Italy,1893,39.79
72650,Jamaica,1893,38.6
72651,Japan,1893,37.93
72653,Jordan,1893,31.7
72654,Kazakhstan,1893,27.8
72655,Kenya,1893,25.5
72656,Kiribati,1893,24.9
72658,Kuwait,1893,26.0
72659,Kyrgyz Republic,1893,25.54
72660,Lao,1893,31.9
72661,Latvia,1893,43.96
72662,Lebanon,1893,29.7
72663,Lesotho,1893,32.8
72664,Liberia,1893,31.1
72665,Libya,1893,33.1
72667,Lithuania,1893,38.71
72668,Luxembourg,1893,43.95
72669,"Macao, China",1893,34.7
72670,"Macedonia, FYR",1893,36.1
72671,Madagascar,1893,30.5
72672,Malawi,1893,30.3
72673,Malaysia,1893,30.6
72674,Maldives,1893,32.65
72675,Mali,1893,26.41
72676,Malta,1893,38.63
72678,Martinique,1893,30.15
72679,Mauritania,1893,32.0
72680,Mauritius,1893,23.17
72681,Mayotte,1893,32.5
72682,Mexico,1893,23.29
72683,"Micronesia, Fed. Sts.",1893,26.7
72684,Moldova,1893,33.15
72686,Mongolia,1893,31.8
72687,Montenegro,1893,35.4
72689,Morocco,1893,33.1
72690,Mozambique,1893,30.28
72691,Myanmar,1893,30.8
72692,Namibia,1893,32.4
72694,Nepal,1893,32.8
72695,Netherlands,1893,45.8
72696,Netherlands Antilles,1893,34.41
72697,New Caledonia,1893,26.0
72698,New Zealand,1893,44.31
72700,Nicaragua,1893,25.4
72701,Niger,1893,30.8
72702,Nigeria,1893,30.4
72705,North Korea,1893,26.0
72709,Norway,1893,51.41
72710,Oman,1893,32.3
72711,Pakistan,1893,24.37
72713,Panama,1893,32.9
72714,Papua New Guinea,1893,31.5
72715,Paraguay,1893,35.5
72716,Peru,1893,35.7
72717,Philippines,1893,30.9
72719,Poland,1893,38.32
72720,Portugal,1893,35.6
72721,Puerto Rico,1893,30.43
72722,Qatar,1893,30.8
72723,Reunion,1893,33.0
72724,Romania,1893,35.7
72725,Russia,1893,27.6
72726,Rwanda,1893,31.8
72727,Samoa,1893,25.4
72729,Sao Tome and Principe,1893,31.0
72730,Saudi Arabia,1893,32.1
72731,Senegal,1893,25.2
72732,Serbia,1893,35.5
72735,Seychelles,1893,43.04
72736,Sierra Leone,1893,25.1
72737,Singapore,1893,34.0
72738,Slovak Republic,1893,36.4
72739,Slovenia,1893,36.6
72740,Solomon Islands,1893,25.1
72741,Somalia,1893,29.4
72743,South Africa,1893,33.5
72744,South Korea,1893,25.8
72746,South Sudan,1893,26.67
72748,Spain,1893,32.44
72749,Sri Lanka,1893,32.6
72754,St. Lucia,1893,28.01
72756,St. Vincent and the Grenadines,1893,25.99
72757,Sudan,1893,31.4
72758,Suriname,1893,32.9
72760,Swaziland,1893,32.3
72761,Sweden,1893,51.36
72762,Switzerland,1893,46.07
72763,Syria,1893,31.1
72764,Taiwan,1893,28.3
72765,Tajikistan,1893,25.84
72766,Tanzania,1893,32.2
72767,Thailand,1893,30.4
72768,Timor-Leste,1893,28.95
72769,Togo,1893,31.3
72771,Tonga,1893,8.0
72773,Trinidad and Tobago,1893,38.8
72774,Tunisia,1893,28.8
72775,Turkey,1893,35.0
72776,Turkmenistan,1893,24.06
72779,Uganda,1893,25.3
72780,Ukraine,1893,36.6
72781,United Arab Emirates,1893,30.7
72782,United Kingdom,1893,44.87
72784,United States,1893,46.33
72785,Uruguay,1893,32.9
72787,Uzbekistan,1893,28.53
72788,Vanuatu,1893,24.3
72789,Venezuela,1893,32.2
72790,Vietnam,1893,32.0
72791,Virgin Islands (U.S.),1893,33.4
72793,West Bank and Gaza,1893,32.1
72795,Western Sahara,1893,34.75
72796,Yemen,1893,23.39
72798,Zambia,1893,32.6
72799,Zimbabwe,1893,33.7
73321,Afghanistan,1894,27.25
73324,Albania,1894,35.4
73325,Algeria,1894,28.82
73328,Angola,1894,26.98
73330,Antigua and Barbuda,1894,33.54
73331,Argentina,1894,33.44
73332,Armenia,1894,35.8
73333,Aruba,1894,34.42
73334,Australia,1894,46.75
73335,Austria,1894,38.71
73336,Azerbaijan,1894,30.97
73337,Bahamas,1894,35.18
73338,Bahrain,1894,30.3
73339,Bangladesh,1894,22.18
73340,Barbados,1894,32.12
73341,Belarus,1894,36.2
73342,Belgium,1894,46.65
73343,Belize,1894,26.5
73344,Benin,1894,31.0
73346,Bhutan,1894,28.8
73347,Bolivia,1894,33.0
73348,Bosnia and Herzegovina,1894,35.1
73349,Botswana,1894,33.6
73350,Brazil,1894,31.98
73352,Brunei,1894,29.2
73353,Bulgaria,1894,39.94
73354,Burkina Faso,1894,29.2
73355,Burundi,1894,31.5
73356,Cambodia,1894,35.0
73357,Cameroon,1894,28.75
73358,Canada,1894,46.21
73359,Cape Verde,1894,33.8
73361,Central African Republic,1894,30.0
73362,Chad,1894,30.9
73364,Chile,1894,32.0
73365,China,1894,32.0
73368,Colombia,1894,32.0
73369,Comoros,1894,32.1
73370,"Congo, Dem. Rep.",1894,31.6
73371,"Congo, Rep.",1894,32.7
73373,Costa Rica,1894,32.25
73374,Cote d'Ivoire,1894,31.16
73375,Croatia,1894,36.1
73376,Cuba,1894,22.9
73377,Cyprus,1894,38.51
73378,Czech Republic,1894,35.0
73380,Denmark,1894,49.42
73381,Djibouti,1894,29.9
73383,Dominican Republic,1894,29.9
73385,Ecuador,1894,32.9
73386,Egypt,1894,33.0
73387,El Salvador,1894,28.7
73388,Equatorial Guinea,1894,29.8
73389,Eritrea,1894,30.2
73391,Estonia,1894,42.88
73392,Ethiopia,1894,29.7
73395,Fiji,1894,26.1
73396,Finland,1894,45.22
73397,France,1894,45.53
73398,French Guiana,1894,30.5
73399,French Polynesia,1894,25.6
73400,Gabon,1894,30.6
73401,Gambia,1894,28.8
73402,Georgia,1894,33.67
73403,Germany,1894,42.09
73404,Ghana,1894,28.0
73406,Greece,1894,38.86
73407,Greenland,1894,33.17
73408,Grenada,1894,37.3
73409,Guadeloupe,1894,27.66
73410,Guam,1894,27.5
73411,Guatemala,1894,25.82
73413,Guinea,1894,30.47
73414,Guinea-Bissau,1894,32.0
73415,Guyana,1894,31.12
73416,Haiti,1894,29.0
73418,Honduras,1894,33.9
73419,"Hong Kong, China",1894,34.9
73420,Hungary,1894,36.53
73421,Iceland,1894,44.79
73422,India,1894,24.03
73423,Indonesia,1894,30.0
73424,Iran,1894,25.6
73425,Iraq,1894,31.2
73426,Ireland,1894,47.55
73428,Israel,1894,32.0
73429,Italy,1894,39.91
73430,Jamaica,1894,39.0
73431,Japan,1894,38.01
73433,Jordan,1894,31.7
73434,Kazakhstan,1894,28.0
73435,Kenya,1894,25.5
73436,Kiribati,1894,24.9
73438,Kuwait,1894,26.0
73439,Kyrgyz Republic,1894,25.74
73440,Lao,1894,31.9
73441,Latvia,1894,44.29
73442,Lebanon,1894,29.7
73443,Lesotho,1894,32.8
73444,Liberia,1894,31.1
73445,Libya,1894,33.1
73447,Lithuania,1894,39.14
73448,Luxembourg,1894,44.45
73449,"Macao, China",1894,34.7
