"num"	"date"	"title"	"contents"
"7253"	"2016-10-24"	"‘1박 2일’ 유지태, 숨겨왔던 예능감 대방출..이러니 안 반해? ‘관심↑’"	"‘1박 2일’에서 모든 것을 내려 놓고 그동안 숨겨왔던 예능감을 발산해 폭발적인 반응을 얻고 있다. ‘해피선데이-1박 2일’(이하 ..예능에 ..‘1박 2일’ 출연 소식은 방송 전부터 큰 화제를 불러일으켰다.‘1박 2일’ 다음 방송에 대한 기대감을 높였다."
"7254"	"2016-10-24"	"[夜한장면] '1박 2일' 유지태, 왜 이제야 나왔나요? 본능적인 예능감에 폭소"	"'1박 2일'에 출연, 첫 공중파 예능프로그램에 출연했다.'1박 2일' 방송 캡처 '1박 2일'에서는 전남 담양으로 김준호 동거인 특집으로 배우 유지태와 개그맨 정명훈이 출연했다.'1박 2일'에서 제대로 몸개그를 펼쳐 웃음을 유발했다...1박 2일' 방송.."
"7255"	"2016-10-24"	"버즈 측 “10월 30일 완전체로 싱글 발표”"	"SNS 공유 및 댓글 SNS 클릭 수 0 페이스북 트위터 카카오스토리 SNS 공유 더보기 구글플러스 [뉴스엔 황혜진 기자] 밴드 버..'아는 형님' 등 여러 예능 프로그램에서 활약을 펼쳐 완전체 활동에 대한 팬들의 기대감을 높였다.(사진=인넥스트트렌트)"
"7256"	"2016-10-24"	"정준영 근황 사진 공개…핼쑥·웃음 “맘고생 털었나?”"	"[헤럴드경제] 프랑스에 체류중인 가수 정준영의 근황이 SNS를 통해 전해졌다. 최근 몇몇 인스타그램에는 프랑스에서 일상을 보내고 있는 정..그 후 정준영은 이번 논란으로 자신이 출연 중이던 KBS 예능 ‘1박 2일 시즌3’에서 잠정하차하고, 자숙 중이다."
"7257"	"2016-10-24"	"\"승부욕+몸개그 이런 모습 처음\"...'1박2일' 본격 유지태 입덕 방송"	"'1박 2일'에서 모든 것을 내려 놓고 그동안 숨겨왔던 예능감을 발산해 폭발적인 반응을 얻고 있다. '해피선데이-1박 2일(이하 ..1..먼저, 유지태는 예능에 적응하기 위한 속성 체험 게임으로 '1박 2일' 출연 소식은 방송 전부터 큰 화제를 불러일으켰다."
"7258"	"2016-10-24"	"‘1박2일’ 본격 유지태 입덕 방송, 이런 모습 처음이야"	"'1박 2일'에서 모든 것을 내려 놓고 그동안 숨겨왔던 예능감을 발산했다. '해피선데이-1박 2일(이하 '1박 2일')'에서는 ..동거인 특집..유지태는 예능에 적응하기 위한 속성 체험 게임으로 '1박 2일' 출연 소식은 방송 전부터 큰 화제를 불러일으켰다."
"7259"	"2016-10-24"	"'1박 2일' 유지태, 바닥에 내동댕이 ? '넘치는 예능감 어쩔거야'"	"'해피선데이-1박 2일' 에서는 전남 담양을 방문한 멤버들의 모습이 그려졌다. ..동거까지 했던 ..‘예능 속성 체험’으로 허당기를 발산하며 보는 이의 웃음을 자아냈다. 유지태의 가식없는 소탈함은 1박 2일 멤버들 뿐만 아니라 시청자들의 마음도 사로잡았다."
"7260"	"2016-10-24"	"‘복면가왕’이 낳은 스타 ‘우비소녀’ 박진주에 폭발적 반응 쏟아져 “오늘부터 팬 1일”"	"‘복면가왕’이 낳은 스타 배우 박진주에 누리꾼들의 관심이 뜨겁다. ..복면가왕’ 보고 노래 잘한다..“노래까지 잘하세요? 복면가왕 보고 후덜덜” 등의 반응을 보였다. 박진주는 23일 오후 방송된 MBC 예능 프로그램 에서는 40대 복면가왕 ..가왕전에 진출했다."
"7261"	"2016-10-24"	"‘1박2일’ 유지태·정명훈, 예능 초보의 열혈 예능탐구생활"	"‘1박 2일’이 김준호의 동거인이었던 유지태, 정명훈을 초대, 신선한 조합을 완성했다. ‘해피선데이-1박 2일 시즌3’(이하 1박 2일)에서는 전라남도 담양으로 떠난 ‘1박 2일’화 되는 모습으로 시선을 사로잡았다...1박 2일’ 속성 체험을 통해 예능입.."
"7262"	"2016-10-24"	"‘1박2일’ 유지태·정명훈의 예능 도전기…’성공적’"	"‘해피선데이-1박2일 시즌3(이하 1박2일)’에서는 전라남도 담양으로 떠난 이후 예능초보인 유지태·정명훈은 예능선수인 멤버들과 함께 하며 단 시간 내에 ..예능감을 드러내며 안방극장에 ..‘1박2일’에 적응이 완료된 듯 폭발적인 예능감으로 관심을 집중시켰다."
"7263"	"2016-10-24"	"'1박 2일' 유지태, 승부욕에 몸개그까지 본격 입덕 방송"	"/ 사진=KBS 2 1박 2일 화면 캡처 [스포츠투데이 우빈 기자] 배우 유지태가 숨겨왔던 예능감을 폭발했다. '해피선데이-1박 2일'에서는 김준호 동거인 특집으로 유지태와 정명훈이 깜짝 게스트로 등장해 현장을 들썩이게 했다. ..예능에 적응하기 위한 속.."
"7264"	"2016-10-24"	"'1박2일' 유지태의 재발견…예능감 대방출"	"'1박2일' 유지태의 재발견…예능감 대방출 ..1박 2일'에서 모든 것을 내려 놓고 그동안 숨겨왔던 예능감을 발산했다..'1박 2일'에서 모든 것을 내려 놓고 그동안 숨겨왔던 예능감을 발산했다. '1박 2일' 출연 소식은 방송 전부터 큰 화제를 불러일으켰다."
"7265"	"2016-10-24"	"'1박2일' 유지태 출연, \"'라면 먹고 갈래?'는 애드리브였다\" 깜짝 고백에 네티즌들 '깜짝'"	"/KBS2 1박2일 방송화면 캡처 1박2일에 출연한 배우 유지태가 시청자들에게 신선한 웃음을 전한 가운데 최근 유지태가 다른 방송에서 한 고백이 주목을 받고 있다. ‘1박2일’에 게스트로 출연해 독특한 매력을 발산하며 시청자들에게 웃음을 전했다. ..2일.."
"7266"	"2016-10-24"	"‘1박 2일’ 유지태, 알고 보니 권혁수와 닮은 꼴? ‘묘하게 비슷하네’"	"* (사진='스플릿' 스틸컷, 권혁수 인스타그램) ‘1박 2일’에 출연한 유지태가 권혁수와 닮은 모습으로 눈길을 끈다. 유지태는 지난 23일 KBS2 예능프로그램 ‘1박 2일 시즌3’에서 폭발적인 예능감으로 시청자들에게 큰 웃음을 안겼다. 이날 방송을.."
"7267"	"2016-10-24"	"정준영, 논란 후 SNS근황…“우울한 적 없었는데”"	"정준영, 사진=정준영인스타그램가수 정준영의 근황이 전해졌다. 24일 한 온라인커뮤니티에는 정준영이 SNS 활동을 재개했다는 내용의 글이..한편 정준영은 이번 논란으로 자신이 출연 중이던 KBS 예능 ‘1박2일 시즌3’에서 잠정하차하고, 자숙을 결정했다."
"7268"	"2016-10-24"	"‘우비소녀’ 박진주, 소감 “사랑해 주셔서 행복합니다”"	"‘우비소녀’ 박진주, 소감 “사랑해 주셔서 행복합니다” 입력 2016-10-24 18:25:00 ‘우비소녀’ 박진주, 소감 “사랑해 주셔서 행복합니다” MBC ‘복면가왕’에서 ‘우비소녀’로 출연..한편 박진주는 23일 MBC 예능프로그램 ‘복면가왕’에서"
"7269"	"2016-10-24"	"‘1박2일’ 유지태, 승부욕+앙탈 ‘알고보니 예능 최적화?’"	"‘1박2일’ 화면 캡처 ‘1박 2일’에서 모든 것을 내려 놓고 그동안 숨겨왔던 예능감을 발산했다. ‘해피선데이-1박 2일(이하 ..1박..먼저, 유지태는 예능에 적응하기 위한 속성 체험 게임으로 ‘1박 2일’ 출연 소식은 방송 전부터 큰 화제를 불러일으켰다."
"7270"	"2016-10-24"	"정준영, 논란 후 SNS근황…“우울한 적 없었는데”"	"정준영, 사진=정준영인스타그램가수 정준영의 근황이 전해졌다. 24일 한 온라인커뮤니티에는 정준영이 SNS 활동을 재개했다는 내용의 글이..한편 정준영은 이번 논란으로 자신이 출연 중이던 KBS 예능 ‘1박2일 시즌3’에서 잠정하차하고, 자숙을 결정했다."
"7271"	"2016-10-24"	"유해진 '럭키', 주말 146만명…누적 400만명 돌파"	"【서울=뉴시스】손정빈 기자 ..예능프로그램 '삼시세끼' 출연으로 배우 유해진의 코미디 연기가 관객에게 더 친숙하게 다가왔다는 점, 편안하고 따뜻한 이야기로 인해 부담없이 즐길 수 있다는 점 등을 꼽고 있다. '형욱'을, 형욱과 삶이 바뀌게 되는 무명배우"
"7272"	"2016-10-24"	"'1박 2일' 유지태, 몸개그에 승부욕까지…숨겨왔던 예능감 폭발"	"'1박 2일'에서 모든 것을 내려 놓고 그동안 숨겨왔던 예능감을 발산해 폭발적인 반응을 얻고 있다. ..예능에 적응하기 위한 속성 체험 게..'1박 2일' 출연 소식은 방송 전부터 큰 화제를 불러일으켰다.'1박 2일'에 유지태의 등장은 더욱 반갑고 훈훈했다."
"7273"	"2016-10-23"	"정형돈과 무한도전"	"방송활동을 중단했던 정형돈이 복귀를 했다. 한때 예능 ‘사대천왕’으로 활동을 했고, 무한도전에서 미친 존재감으로 인기를 누렸다. 수많은 프로그램을 맡았던 그가 불안장애 치료를 위해 전면휴식을 선언했었다. 그 기간이 1년 가까이 이어지나 싶더니 이번에 .."
"7274"	"2016-10-23"	"'아는형님' 규현X황우슬혜, 예능감 충만 '매력만점 男女'[종합]"	"'아는형님' 슈퍼주니어의 규현과 배우 황우슬혜가 다양한 매력을 발산했다. '아는 형님'에는 규현과 황우슬혜가 전학생으로 교실을 찾았다. '아는 형님' 고정 출연을 향한 욕망을 드러내며 ..아는형님' 멤버 7명과 벌인 눈싸움 대결에서 최종승리해 놀라움을 자.."
"7275"	"2016-10-23"	"'아는형님' 규현, 지상파 MC의 거친예능 입성기(Feat. 반전슬혜) (종합)"	"방송/TV'아는형님' 규현, 지상파 MC의 거친예능 입성기(Feat.22일 방송된 JTBC '아는형님'에서는 슈퍼주니어 규현과 배우 황우슬혜가 전학생으로 등장했다.<U+00A0> \"'아는형님'이 대세다\"고 맞섰다.<U+00A0> ..형..또한 황우슬혜는 서장훈과 러브라인이 형성됐다."
"7276"	"2016-10-23"	"‘무한도전’, 방송 이후 네티즌들 뜨거운 관심 “우리 할머니도 재미있어해” VS “성우 목소리 산만”"	"‘무한도전’, 방송 이후 네티즌들 뜨거운 관심 '무한도전' 캡처 ‘ 무한도전  22 일 오후 방송된 MBC 예능프로그램 “ 무한도전 ** 정형석이란 성우 목소리듣느라 산만한 내용은 '아는 형님' 김희철, ..형 한 달 건물세만 10억\"...'누구길래?'"
"7277"	"2016-10-23"	"‘무한도전’, 방송 이후 갑론을박 네티즌들 “우리 할머니도 재미있어해” VS “예전이 더 나았다”"	"..무한도전'..‘무한도전’이 방송된 이후 네티즌들의 갑론을박이 이어지고 있다.<U+00A0> 22일 오후 방송된 MBC 예능프로그램 “무한도전”에서 지난 방송에서 ‘무한도전’은 노홍철, 길, 정형돈이 하차한 후 양세형과 광희가 그 자리를 매우고 있다.<U+00A0> 온라인뉴스부<U+00A0>"
"7278"	"2016-10-23"	"'아는형님' 황우슬혜X규현, '아는 남매'의 형님 학교 습격(종합)"	"[헤럴드POP=권민지 기자] 황우슬혜의 매력에 푹 빠진 서장훈이 큰..22일 방영한 JTBC 예능 프로그램 '아는 형님'(CP 여운혁) 47회에서는 배우 황우슬혜와 가수 규현이 일곱 MC를 찾았다.'아는 형님'을 위해 준비한 민경훈 모창을 전격 공개했다."
"7279"	"2016-10-23"	"[어저께TV] ‘무도’, 장난 같은 우주 훈련에 담긴 진짜 속내"	"‘무한도전’이 장난기가 가미된 우주 적응 훈련으로 우주 특집을 본격적으로 시작했다. 22일 방송은 러시아로 떠나기 전 국내에서 암흑 적응 훈련을 하는 모습이 담겼다...무한도전’은 11년간 방송을 이어오며 제작진에게 호되게 당하는 멤버들의 모습이 웃음을 .."
"7280"	"2016-10-23"	"[★밤TV]'무한도전' 우주 특집, 첫발 뗐다..기대감 ↑"	"'무한도전'이 또 하나의 대작으로 기대감을 불러일으켰다. ..2일..'무한도전'에서는 우주비행을 준비하는 무한도전 멤버들의 모습이 그려졌다. 그동안 무한도전이 해왔던 특집 중 가장 큰 규모로 예상되는 만큼, 무한도전의 첫걸음에 많은 시청자들이 주목하고 있다."
"7281"	"2016-10-23"	"[★밤TV]'무한도전' 우주 특집, 첫발 뗐다..기대감 ↑"	"'무한도전'이 또 하나의 대작으로 기대감을 불러일으켰다. ..2일..'무한도전'에서는 우주비행을 준비하는 무한도전 멤버들의 모습이 그려졌다. 그동안 무한도전이 해왔던 특집 중 가장 큰 규모로 예상되는 만큼, 무한도전의 첫걸음에 많은 시청자들이 주목하고 있다."
"7282"	"2016-10-23"	"'럭키', 하루 60만↑ 1위..'美친폭발력' 400만 목전"	"..2일 하루동안 전국 60만 1,509명의 관객을 더해 박스오피스 ..'럭키'는 대한민국 대표 코믹 연기의 대가이자 예능 '삼시세끼'로 대중에 한층 더 친근하게 다가간 유해진이 물 만난 물고기 같이 활약을 하며 그의 진면목을 확인할 수 있는 영화라는 점,"
"7283"	"2016-10-23"	"[★밤TV]'무한도전' 우주 특집, 첫발 뗐다..기대감 ↑"	"'무한도전'이 또 하나의 대작으로 기대감을 불러일으켰다. ..2일..'무한도전'에서는 우주비행을 준비하는 무한도전 멤버들의 모습이 그려졌다. 그동안 무한도전이 해왔던 특집 중 가장 큰 규모로 예상되는 만큼, 무한도전의 첫걸음에 많은 시청자들이 주목하고 있다."
"7284"	"2016-10-23"	"‘아는 형님’ 황우슬혜, 러블리+털털…’역시 대세’"	"..2일..‘아는 형님’에서는 황우슬혜가 새로운 전학생으로 등장했다. ‘아는 형님’에서도 제대로 통했고, 예능감까지 발산하며 방송 내내 포털사이트 실시간 검색어 1위를 차지했다. ‘아는 형님’에서 뜨거운 화제성을 입증하며 대세 배우의 행보를 이어가게 됐다."
"7285"	"2016-10-23"	"[夜한장면] '무한도전', 우주 특집 '암흑 적응 훈련'에 '혼비백산'"	"22일 오후 6시 20분 방송된 MBC 예능 프로그램 '무한도전' 후반부에는 암흑 적응 훈련이 전파를 탔다.22일 오후 6시 20분 방송된 MBC 예능 프로그램 '무한도전' 제작진은 22일 방송에서 암흑 적응 훈련에 대해 설명했다...무한도전' 멤버들은.."
"7286"	"2016-10-23"	"'1박2일' 유지태, 알고보니 모태예능인..몸개그 작렬"	"‘1박 2일’에 출연한 유지태가 알고 보니 ‘해피선데이-1박 2일 시즌3’(이하 1박 2일)는 전라남도 담양으로 떠난 ..예능감 넘치는 활약이 예고돼 기대감이 높아지고 .. 이런 유지태의 몸을 사리지 않는 폭소유발 예능감에 멤버들은 [사진] 1박 2일 제공"
"7287"	"2016-10-23"	"‘아는 형님’ 황우슬혜, 예능끼 어떻게 참았어요"	"..예능에서 털털녀와 대세녀의 면모를 제대로 보여줬다...아는 형님’에..‘아는 형님’에서도 제대로 통했고, 예능감까지 발산하며 방송 내내 포털사이트 실시간 검색어 1위를 차지했다. ‘아는 형님’에서 뜨거운 화제성을 입증하며 대세 배우의 행보를 이어가게 됐다."
"7288"	"2016-10-23"	"강호동, 유재석과 바꿔보자는 말에 '아는형님' 제작진 반응"	"..아는 형님' 출연진이 강호동 씨를 같은 시간대에 ..'무한도전' 출연자 유재석 씨와 바꿔보자는 제안을 했다.'아는 형님'에서 출연진은 문득 급훈을 되새겼다.\"거기(무한도전 녹화장) 가면 얼마나 눈치를 보겠느냐\"며 '무한도전' 김태호 PD에게 방송을 통해"
"7289"	"2016-10-23"	"‘아는 형님’ 김희철, 막내 규현 챙기나 했더니…“쇼윈도 그룹은 역시 슈주” 폭소"	"‘아는 형님’ 김희철, 막내 규현 챙기나 했더니…“쇼윈도 그룹은 역시 슈주” 폭소 ..2일 자신의 인..‘#아는형님 한편 지난 22일 방송된 JTBC 예능 프로그램 에 게스트로 출연한 규현은 여덟 명과 눈싸움을 하며 총 8분 24초를 버티는 저력을 발휘했다."
"7290"	"2016-10-23"	"‘1박2일’ 유지태, 몸개그 폭격 예고 “모든걸 내려놓고 왔어요”"	"‘해피선데이-1박 2일 시즌3’(이하 1박 2일)에서는 전라남도 담양으로 떠난 그런 가운데 유지태의 예능감 넘치는 활약이 예고돼 기대감이 높아지고 있다...예능 속성체험을 .. 이런 유지태의 몸을 사리지 않는 폭소유발 예능감에 멤버들은 ‘1박 2일’ 제공)"
"7291"	"2016-10-23"	"'1박2일' 유지태, 알고보니 모태예능인..몸개그 작렬"	"‘1박 2일’에 출연한 유지태가 알고 보니 ‘해피선데이-1박 2일 시즌3’(이하 1박 2일)는 전라남도 담양으로 떠난 ..예능감 넘치는 활약이 예고돼 기대감이 높아지고 .. 이런 유지태의 몸을 사리지 않는 폭소유발 예능감에 멤버들은 [사진] 1박 2일 제공"
"7292"	"2016-10-23"	"'1박2일' 유지태 예능 활약 예고 \"모든 걸 내려놨다\""	"'해피선데이-1박2일'에 게스트로 출연해 모태 예능인으로서 면모를 선보인다. '해피선데이-1박2일' 동거인 특집 편에 모습을 드러낼 예정이다. 유지태는 혹독한 예능 속성체험을 하며 남다른 승부욕을 드러냈다는 후문. ..끼리 코 돌고 신발 받기를 하게 되자.."
"7293"	"2016-10-23"	"'1박2일' 유지태 예능 활약 예고 \"모든 걸 내려놨다\""	"'해피선데이-1박2일'에 게스트로 출연해 모태 예능인으로서 면모를 선보인다. '해피선데이-1박2일' 동거인 특집 편에 모습을 드러낼 예정이다. 유지태는 혹독한 예능 속성체험을 하며 남다른 승부욕을 드러냈다는 후문. ..끼리 코 돌고 신발 받기를 하게 되자.."
"7294"	"2016-10-23"	"‘1박2일’ 유지태 ‘모태예능인’ 등극 “네가 다하면 우린 어떡해”"	"..예능 에서는 전라남도 담양으로 떠난 ‘1박2일’ 출연 장면..그런 가운데 유지태의 예능감이 예고돼 기대감이 높아졌다.유지태는 예능 속성체험을 하며 남다른 승부욕을 보였다.‘모태예능인’ 유지태의 예능감이 펼쳐지는 1박2일>은 23일 오후 6시 방송된다."
"7295"	"2016-10-23"	"'럭키' 400만 눈앞…패러디 포스터도 등장"	"등록 : 2016.10.23 10:39 수정 : 2016.10.23 10:3..'럭키'는 지난 22일 하루 동안 60만1,838명의 관객을 동원했다. 영화는 tvN 예능 '삼시세끼'로 친근한 이미지를 얻은 유해진의 원톱 주연작이라는 점에서 주목받고 있다."
"7296"	"2016-10-23"	"‘1박2일’ 측 “유지태, 모든걸 내려놔… 활약 기대해”"	"‘1박2일’ 측 ..1박..‘해피선데이-1박2일 시즌3’(이하 1박2일)는 전라남도 담양으로 떠난  이런 유지태의 몸을 사리지 않는 폭소유발 예능감에 멤버들은 ‘모태예능인’ 유지태의 예능감 넘치는 활약상은 23일 방송되는 ‘1박2일’을 통해 확인할 수 있다."
"7297"	"2016-10-23"	"'럭키', 하루 60만↑ 1위..'美친폭발력' 400만 목전"	"..2일 하루동안 전국 60만 1,509명의 관객을 더해 박스오피스 ..'럭키'는 대한민국 대표 코믹 연기의 대가이자 예능 '삼시세끼'로 대중에 한층 더 친근하게 다가간 유해진이 물 만난 물고기 같이 활약을 하며 그의 진면목을 확인할 수 있는 영화라는 점,"
"7298"	"2016-10-23"	"'럭키', 하루 60만↑ 1위..'美친폭발력' 400만 목전"	"..2일 하루동안 전국 60만 1,509명의 관객을 더해 박스오피스 ..'럭키'는 대한민국 대표 코믹 연기의 대가이자 예능 '삼시세끼'로 대중에 한층 더 친근하게 다가간 유해진이 물 만난 물고기 같이 활약을 하며 그의 진면목을 확인할 수 있는 영화라는 점,"
"7299"	"2016-10-23"	"‘아는 형님’ 황우슬혜, 청순 교복 인증샷…“교복 입고 귀여운 척 했어요”"	"‘아는 형님’ 황우슬혜, 청순 교복 인증샷 ‘눈길’…“교복 입고 귀여운 척 했어요” 배우 황우슬혜가 출연 인증샷을 공개했다. 황우슬혜는 21일 자신의 인스타그램을 통해..#아는형님 한편 황우슬혜는 22일 JTBC 예능 프로그램 에 출연해 예능감을 뽐냈다."
"7300"	"2016-10-23"	"[어저께TV] '런드리데이', 예능 침묵 깬 타이거JK 입담에 '리스펙트'"	"[OSEN=정소영 기자] 왜 이제야 예능에 나온걸까. ..지난 22일 방송된 온스타일  두 사람의 예능 출연은 지난 2009년 MBC '무한도전' 이후 이번이 처음. 이처럼 오랜만의 예능 출연에도 불구하고 마치 자신의 무대인 양 활약한 타이거JK 덕분에"
"7301"	"2016-10-23"	"[SS리뷰] '무도' 겁쟁이들의 우주 프로젝트 '기대할게요'"	"'무한도전' 우주 특집이 드디어 베일을 벗었다.22일 오후 방송된 MBC 예능프로그램 '무한도전'에서는 ..형, 광희, 박명수 모두 암흑 속에서 감각 ..'무한도전' 멤버들은 이날 러시아 가가린 우주센터에서 3박 4일간의 우주 훈련을 마치고 무사히 귀국했다."
"7302"	"2016-10-23"	"'아는형님' 황우슬혜, 무아지경 댄스로 규현 압도…김희철 \"여자랑 나오면 손해\""	"입력 : 2016.10.23 10:..아는형님 황우슬혜/jtbc 캡처 '아는형님' 황우슬혜가 슈퍼주니어를 압도하는 놀라운 댄스 실력으로 웃음을 줬다. 22일 방송된 JTBC 예능프로그램 '아는형님'에는 최근 결국 이날 형님들의 관심은 황우슬혜에게 쏠렸다."
"7303"	"2016-10-23"	"[어저께TV] '런드리데이', 예능 침묵 깬 타이거JK 입담에 '리스펙트'"	"S..[OSEN=정소영 기자] 왜 이제야 예능에 나온걸까.지난 22일 방송된 온스타일  두 사람의 예능 출연은 지난 2009년 MBC '무한도전' 이후 이번이 처음. 이처럼 오랜만의 예능 출연에도 불구하고 마치 자신의 무대인 양 활약한 타이거JK 덕분에"
"7304"	"2016-10-23"	"[어저께TV] ‘무도’, 장난 같은 우주 훈련에 담긴 진짜 속내"	"‘무한도전’이 장난기가 가미된 우주 적응 훈련으로 우주 특집을 본격적으로 시작했다. ..도전을 기획했다...2일 방송은 러시아로 떠나기 전 국내에서 암흑 적응 훈련..‘무한도전’은 11년간 방송을 이어오며 제작진에게 호되게 당하는 멤버들의 모습이 웃음을 안겼다."
"7305"	"2016-10-23"	"[어게인TV] '무한도전' \"돌아온 하와 수\" 정준하-박명수 '찰떡 케미'"	"22일 방영한 MBC 예능프로그램 '무한도전' 503회에서는 ..끼니를 위해 무밥을 만든 것으로, 코너 속의 코너 '명수 세끼'를 위한 과정이었다. ..형성해 웃음을 자..'무한도전' 멤버들은 이미 완벽하게 자연에 적응한 박명수와 정준하를 보며 폭소를 터뜨렸다."
"7306"	"2016-10-23"	"[어저께TV] '런드리데이', 예능 침묵 깬 타이거JK 입담에 '리스펙트'"	"입..[OSEN=정소영 기자] 왜 이제야 예능에 나온걸까.지난 22일 방송된 온스타일  두 사람의 예능 출연은 지난 2009년 MBC '무한도전' 이후 이번이 처음. 이처럼 오랜만의 예능 출연에도 불구하고 마치 자신의 무대인 양 활약한 타이거JK 덕분에"
"7307"	"2016-10-23"	"[어저께TV] ‘무도’, 장난 같은 우주 훈련에 담긴 진짜 속내"	"‘무한도전’이 장난기가 가미된 우주 적응 훈련으로 우주 특집을 본격적으로 시작했다. 22일 방송은 러시아로 떠나기 전 국내에서 암흑 적응 훈련을 하는 모습이 담겼다...무한도전’은 11년간 방송을 이어오며 제작진에게 호되게 당하는 멤버들의 모습이 웃음을 .."
"7308"	"2016-10-23"	"'섹션TV 연예통신'신승훈, '복면가왕' 출연 제안에 대답은?"	"섹션TV 연예통신 신승훈 / 사진=MBC '섹션TV 연예통신' 캡처 원본보기 [스포츠투데이 ..'복면가왕'을 언급했다. '복면가왕'출연 제안에 대해 \"예능을 안하는 이유가 있느냐\"라는 질문에 \"윤종신이 예능으로 넘어오라고 한다\"고 털어놔 웃음을 자아냈다."
"7309"	"2016-10-23"	"'아는형님' 황우슬혜 예능감 제대로..유쾌한 대세 배우"	"황우슬혜는 지난 22일 방송된 JTBC 예능 프로그램 '아는 형님'에 슈퍼주니어 규현과 함께 새로운 전학생으로 등장했다. '아는 형님'에서도 제대로 통했고, 예능감까지 발산하며 방송 내내 화제의 중심에 섰다. ..아는 형님'에서의 활약으로 황우슬혜는 유쾌.."
"7310"	"2016-10-23"	"[TV톡톡] '무도' 하하, \"누가 날 만졌다\"로 등극한 新리액션 제왕"	"'무한도전' 우주여행은 역대급 코믹한 에피소드가 될지도 모르겠다. 예능 최초로 우주여행을 그리는 만큼 많은 관심이 쏠렸던 터.'무한도전'의 정신이 지금의 국민 예능을 만든 원동력 중 하나였다. '무한도전'은 암흑 적응훈련을 가졌다...무한도전' 방송화면 .."
"7311"	"2016-10-23"	"'아는형님' 황우슬혜 예능감 제대로..유쾌한 대세 배우"	"..2일 방송된 J..'아는 형님'에 슈퍼주니어 규현과 함께 새로운 전학생으로 등장했다. '아는 형님'에서도 제대로 통했고, 예능감까지 발산하며 방송 내내 화제의 중심에 섰다. '아는 형님'에서의 활약으로 황우슬혜는 유쾌한 대세 배우의 행보를 이어가게 됐다."
"7312"	"2016-10-23"	"[★밤TView]'1박2일' 유지태·정명훈, 유쾌한 예능 첫 나들이"	"'해피선데이-1박 2일' 방송화면 캡처 '1박 2일' 예능 첫 나들이에 나섰다. ..예능 프로그..'해피선데이-1박 2일'(이하 '1박 2일')에서는 한글날 특집의 세 번째 이야기와 유지태, 정명훈이 함께한 담양 여행 '해피선데이-1박 2일' 방송화면 캡처"
"7313"	"2016-10-23"	"'1박2일' 유지태, 승부욕X몸개그..탐난다 이 예능감[종합]"	"'해피선데이-1박 2일(이하 '1박2일')'에서 또 다른 게스트 정명훈과 전담 담양 여행을 떠났다. ..동거인.'김준호 동거인 특집'이라는 이름을 밝혀 웃음을 자아냈다. '1박2일' 맛보기 게임을 진행했다...끼리 게임'에서 의도치 않..'1박2일' 방송 캡처."
"7314"	"2016-10-23"	"[★밤TView]'1박2일' 유지태·정명훈, 유쾌한 예능 첫 나들이"	"사진='1박2일' 화면 캡처 '1박 2일' 예능 첫 나들이에 나섰다. ..예능 프로그램 '해피선데이-1박 2일'(이하 '1박 2일')에서는 한글날 특집의 세 번째 이야기와 유지태, 정명훈이 함께한 담양 여행 '해피선데이-1박 2일' 방송화면 캡처 ..동거인이.."
"7315"	"2016-10-23"	"‘1박2일’ 유지태X정명훈, 김준호 동거인의 공중파 예능 적응기(종합)"	"'1박2일' 적응에 나섰다. '해피선데이-1박2일'(이하 1박2일)에서는 전남 담양 ..동거인 특집..'1박2일' 멤버 중 누군가의 친구들이라고. '1박2일 속성체험 그것을 알려주마' 시간을 진행했다. 공중파 예능이 처음인 두 사람이 적응하게 하기 위한 것."
"7316"	"2016-10-23"	"'1박2일' 유지태, 승부욕X몸개그..탐난다 이 예능감[종합]"	"..예능에서 탐낼만한 배우 유..'해피선데이-1박 2일(이하 '1박2일')'에서 또 다른 게스트 정명훈과 전담 담양 여행을 떠났다. ..동거인.'김준호 동거인 특집'이라는 이름을 밝혀 웃음을 자아냈다. '1박2일' 맛보기 게임을 진행했다.'1박2일' 방송 캡처."
"7317"	"2016-10-23"	"[★밤TView]'1박2일' 유지태·정명훈, 유쾌한 예능 첫 나들이"	"사진='1박2일' 화면 캡처 '1박 2일' 예능 첫 나들이에 나섰다. ..예능 프로그램 '해피선데이-1박 2일'(이하 '1박 2일')에서는 한글날 특집의 세 번째 이야기와 유지태, 정명훈이 함께한 담양 여행 '해피선데이-1박 2일' 방송화면 캡처 ..동거인이.."
"7318"	"2016-10-23"	"'1박2일' 유지태, 왜 이제 나왔나…개그맨 웃기는 반전男(종합)"	"- 1박 2일 시즌3'는 배우 유지태, 개그맨 정명훈이 게스트로 합류해 전라남도 담양으로 떠난 이날 유지태는 대학시절, 돈을 아끼기 위해 김준호와 동거를 시작하게 된 사연을 털어놨다...예능 속성체험을 하며 남다른 승부욕을 드러내 폭소를 더했다. ..끼리코 .."
"7319"	"2016-10-23"	"'1박2일' 유지태, 승부욕X몸개그..탐난다 이 예능감[종합]"	"'해피선데이-1박 2일(이하 '1박2일')'에서 또 다른 게스트 정명훈과 전담 담양 여행을 떠났다. ..동거인.'김준호 동거인 특집'이라는 이름을 밝혀 웃음을 자아냈다. '1박2일' 맛보기 게임을 진행했다...끼리 게임'에서 의도치 않..'1박2일' 방송 캡처."
